District,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Households,Households_Rural,Households_Urban,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Latrine,Households_Urban_Latrine,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
Pashchim Champaran,Rural,100,63.3,4.9,11.5,936134.0,839514.0,96620.0,0.633,0.0,0.049,0.0,0.115,0.0,96544.11,11111.300000000001
Pashchim Champaran,Total,100,62.1,5.2,15.9,936134.0,839514.0,96620.0,0.0,0.0,0.0,0.0,0.0,0.0,133482.726,15362.58
Pashchim Champaran,Urban,100,51.9,7.4,53.9,936134.0,839514.0,96620.0,0.0,0.519,0.0,0.07400000000000001,0.0,0.539,452498.04600000003,52078.18
Purba Champaran,Rural,100,56.0,5.6,15.5,1243825.0,1142260.0,101565.0,0.56,0.0,0.055999999999999994,0.0,0.155,0.0,177050.3,15742.575
Purba Champaran,Total,100,55.1,5.6,18.2,1243825.0,1142260.0,101565.0,0.0,0.0,0.0,0.0,0.0,0.0,207891.32,18484.829999999998
Purba Champaran,Urban,100,42.9,5.7,54.0,1243825.0,1142260.0,101565.0,0.0,0.429,0.0,0.057,0.0,0.54,616820.4,54845.100000000006
Sheohar,Rural,100,59.6,3.4,19.8,166000.0,158484.0,7516.0,0.596,0.0,0.034,0.0,0.198,0.0,31379.832000000002,1488.1680000000001
Sheohar,Total,100,59.0,3.6,20.4,166000.0,158484.0,7516.0,0.0,0.0,0.0,0.0,0.0,0.0,32330.735999999997,1533.264
Sheohar,Urban,100,45.0,8.0,36.9,166000.0,158484.0,7516.0,0.0,0.45,0.0,0.08,0.0,0.369,58480.596,2773.404
Sitamarhi,Rural,100,58.7,6.2,18.7,856964.0,342068.83946488297,49670.0,0.5870000000000001,0.0,0.062000000000000006,0.0,0.187,0.0,63966.87297993311,9288.29
Sitamarhi,Total,100,57.9,6.2,20.8,856964.0,342068.83946488297,49670.0,0.0,0.0,0.0,0.0,0.0,0.0,71150.31860869567,10331.36
Sitamarhi,Urban,100,41.8,6.5,60.5,856964.0,342068.83946488297,49670.0,0.0,0.418,0.0,0.065,0.0,0.605,206951.6478762542,30050.35
Madhubani,Rural,100,50.8,4.7,17.3,1088786.0,1047552.0,41234.0,0.508,0.0,0.047,0.0,0.17300000000000001,0.0,181226.496,7133.482000000001
Madhubani,Total,100,50.5,4.8,18.5,1088786.0,1047552.0,41234.0,0.0,0.0,0.0,0.0,0.0,0.0,193797.12,7628.29
Madhubani,Urban,100,42.7,7.1,55.5,1088786.0,1047552.0,41234.0,0.0,0.42700000000000005,0.0,0.071,0.0,0.555,581391.3600000001,22884.870000000003
Supaul,Rural,100,62.1,4.9,9.1,600102.0,572287.0,27814.999999999996,0.621,0.0,0.049,0.0,0.091,0.0,52078.117,2531.1649999999995
Supaul,Total,100,61.7,5.0,10.8,600102.0,572287.0,27814.999999999996,0.0,0.0,0.0,0.0,0.0,0.0,61806.99600000001,3004.02
Supaul,Urban,100,51.8,7.8,46.8,600102.0,572287.0,27814.999999999996,0.0,0.518,0.0,0.078,0.0,0.46799999999999997,267830.316,13017.419999999998
Araria,Rural,100,64.4,3.7,6.7,703274.0,342068.83946488297,44213.0,0.644,0.0,0.037000000000000005,0.0,0.067,0.0,22918.61224414716,2962.271
Araria,Total,100,63.5,3.8,9.4,703274.0,342068.83946488297,44213.0,0.0,0.0,0.0,0.0,0.0,0.0,32154.470909699,4156.022
Araria,Urban,100,48.5,6.4,54.3,703274.0,342068.83946488297,44213.0,0.0,0.485,0.0,0.064,0.0,0.543,185743.37982943142,24007.658999999996
Kishanganj,Rural,100,62.2,3.5,6.2,445150.0,401793.0,43357.0,0.622,0.0,0.035,0.0,0.062000000000000006,0.0,24911.166,2688.134
Kishanganj,Total,100,60.8,3.9,10.4,445150.0,401793.0,43357.0,0.0,0.0,0.0,0.0,0.0,0.0,41786.472,4509.128000000001
Kishanganj,Urban,100,46.4,7.9,51.9,445150.0,401793.0,43357.0,0.0,0.46399999999999997,0.0,0.079,0.0,0.519,208530.567,22502.283
Purnia,Rural,100,65.1,5.1,8.6,798596.0,712847.0,172714.75617792422,0.6509999999999999,0.0,0.051,0.0,0.086,0.0,61304.842,14853.469031301482
Purnia,Total,100,63.2,5.5,13.7,798596.0,712847.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,97660.03899999999,23661.921596375614
Purnia,Urban,100,46.1,9.7,59.1,798596.0,712847.0,172714.75617792422,0.0,0.461,0.0,0.09699999999999999,0.0,0.5910000000000001,421292.577,102074.42090115321
Katihar,Rural,100,62.0,5.0,12.7,738070.0,342068.83946488297,69838.0,0.62,0.0,0.05,0.0,0.127,0.0,43442.742612040136,8869.426
Katihar,Total,100,60.3,5.1,17.5,738070.0,342068.83946488297,69838.0,0.0,0.0,0.0,0.0,0.0,0.0,59862.04690635452,12221.65
Katihar,Urban,100,42.3,7.1,68.5,738070.0,342068.83946488297,69838.0,0.0,0.423,0.0,0.071,0.0,0.685,234317.15503344484,47839.030000000006
Madhepura,Rural,100,64.0,6.2,11.3,510278.0,486278.0,24000.0,0.64,0.0,0.062000000000000006,0.0,0.113,0.0,54949.414000000004,2712.0
Madhepura,Total,100,63.2,6.3,13.1,510278.0,486278.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,63702.418000000005,3144.0
Madhepura,Urban,100,45.9,8.7,51.3,510278.0,486278.0,24000.0,0.0,0.459,0.0,0.087,0.0,0.513,249460.614,12312.0
Saharsa,Rural,100,64.3,6.6,12.5,470697.0,432651.0,38046.0,0.643,0.0,0.066,0.0,0.125,0.0,54081.375,4755.75
Saharsa,Total,100,62.7,6.7,16.7,470697.0,432651.0,38046.0,0.0,0.0,0.0,0.0,0.0,0.0,72252.71699999999,6353.681999999999
Saharsa,Urban,100,43.1,7.4,67.6,470697.0,432651.0,38046.0,0.0,0.43100000000000005,0.0,0.07400000000000001,0.0,0.6759999999999999,292472.07599999994,25719.095999999998
Darbhanga,Rural,100,52.8,8.1,20.9,1002713.0,907174.0,95539.0,0.528,0.0,0.081,0.0,0.209,0.0,189599.36599999998,19967.650999999998
Darbhanga,Total,100,51.6,8.2,25.1,1002713.0,907174.0,95539.0,0.0,0.0,0.0,0.0,0.0,0.0,227700.674,23980.289
Darbhanga,Urban,100,40.0,9.0,67.0,1002713.0,907174.0,95539.0,0.0,0.4,0.0,0.09,0.0,0.67,607806.5800000001,64011.130000000005
Muzaffarpur,Rural,100,60.4,8.4,21.9,1119394.0,998694.0,120700.0,0.604,0.0,0.084,0.0,0.219,0.0,218713.98599999998,26433.299999999996
Muzaffarpur,Total,100,58.1,8.3,27.1,1119394.0,998694.0,120700.0,0.0,0.0,0.0,0.0,0.0,0.0,270646.074,32709.7
Muzaffarpur,Urban,100,36.2,6.8,77.1,1119394.0,998694.0,120700.0,0.0,0.36200000000000004,0.0,0.068,0.0,0.7709999999999999,769993.0739999999,93059.69999999998
Gopalganj,Rural,100,53.1,8.0,18.1,554058.0,515925.0,38133.0,0.531,0.0,0.08,0.0,0.18100000000000002,0.0,93382.42500000002,6902.073000000001
Gopalganj,Total,100,52.3,7.9,20.0,554058.0,515925.0,38133.0,0.0,0.0,0.0,0.0,0.0,0.0,103185.0,7626.6
Gopalganj,Urban,100,39.6,6.1,50.8,554058.0,515925.0,38133.0,0.0,0.396,0.0,0.061,0.0,0.508,262089.9,19371.564
Siwan,Rural,100,46.6,8.2,20.2,674372.0,632514.0,41858.0,0.466,0.0,0.08199999999999999,0.0,0.20199999999999999,0.0,127767.828,8455.315999999999
Siwan,Total,100,46.0,8.1,22.9,674372.0,632514.0,41858.0,0.0,0.0,0.0,0.0,0.0,0.0,144845.70599999998,9585.482
Siwan,Urban,100,34.4,6.1,71.4,674372.0,632514.0,41858.0,0.0,0.344,0.0,0.061,0.0,0.7140000000000001,451614.99600000004,29886.612000000005
Saran,Rural,100,51.4,8.7,17.8,777622.0,701323.0,76299.0,0.514,0.0,0.087,0.0,0.17800000000000002,0.0,124835.49400000002,13581.222000000002
Saran,Total,100,50.6,8.6,21.4,777622.0,701323.0,76299.0,0.0,0.0,0.0,0.0,0.0,0.0,150083.122,16327.985999999999
Saran,Urban,100,41.5,7.9,59.0,777622.0,701323.0,76299.0,0.0,0.41500000000000004,0.0,0.079,0.0,0.59,413780.57,45016.409999999996
Vaishali,Rural,100,56.9,12.3,25.0,750811.0,699317.0,51494.00000000001,0.569,0.0,0.12300000000000001,0.0,0.25,0.0,174829.25,12873.500000000002
Vaishali,Total,100,56.1,12.2,27.2,750811.0,699317.0,51494.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,190214.22400000002,14006.368000000002
Vaishali,Urban,100,44.6,10.6,62.0,750811.0,699317.0,51494.00000000001,0.0,0.446,0.0,0.106,0.0,0.62,433576.54,31926.280000000002
Samastipur,Rural,100,59.2,9.7,17.0,1056465.0,1012979.0000000001,43486.0,0.5920000000000001,0.0,0.09699999999999999,0.0,0.17,0.0,172206.43000000002,7392.620000000001
Samastipur,Total,100,58.5,9.6,18.8,1056465.0,1012979.0000000001,43486.0,0.0,0.0,0.0,0.0,0.0,0.0,190440.05200000003,8175.368
Samastipur,Urban,100,38.6,6.5,70.2,1056465.0,1012979.0000000001,43486.0,0.0,0.386,0.0,0.065,0.0,0.7020000000000001,711111.2580000001,30527.172000000002
Begusarai,Rural,100,57.1,11.6,25.5,733625.0,594377.0,139248.0,0.5710000000000001,0.0,0.11599999999999999,0.0,0.255,0.0,151566.135,35508.24
Begusarai,Total,100,54.6,11.3,31.3,733625.0,594377.0,139248.0,0.0,0.0,0.0,0.0,0.0,0.0,186040.001,43584.624
Begusarai,Urban,100,43.5,9.8,57.7,733625.0,594377.0,139248.0,0.0,0.435,0.0,0.098,0.0,0.5770000000000001,342955.52900000004,80346.096
Khagaria,Rural,100,58.8,8.9,21.7,394703.0,373696.0,21007.0,0.588,0.0,0.08900000000000001,0.0,0.217,0.0,81092.032,4558.519
Khagaria,Total,100,58.3,8.9,23.8,394703.0,373696.0,21007.0,0.0,0.0,0.0,0.0,0.0,0.0,88939.648,4999.666
Khagaria,Urban,100,47.3,7.2,66.3,394703.0,373696.0,21007.0,0.0,0.473,0.0,0.07200000000000001,0.0,0.663,247760.44799999997,13927.640999999998
Bhagalpur,Rural,100,58.8,8.8,25.1,653161.0,522527.00000000006,130633.99999999999,0.588,0.0,0.08800000000000001,0.0,0.251,0.0,131154.277,32789.134
Bhagalpur,Total,100,55.9,8.6,33.7,653161.0,522527.00000000006,130633.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,176091.59900000002,44023.657999999996
Bhagalpur,Urban,100,42.8,7.7,71.7,653161.0,522527.00000000006,130633.99999999999,0.0,0.428,0.0,0.077,0.0,0.7170000000000001,374651.8590000001,93664.578
Banka,Rural,100,60.5,6.8,11.1,444096.0,425604.0,18492.0,0.605,0.0,0.068,0.0,0.111,0.0,47242.044,2052.612
Banka,Total,100,60.1,6.7,12.3,444096.0,425604.0,18492.0,0.0,0.0,0.0,0.0,0.0,0.0,52349.29200000001,2274.516
Banka,Urban,100,46.9,5.1,44.8,444096.0,425604.0,18492.0,0.0,0.469,0.0,0.051,0.0,0.44799999999999995,190670.59199999998,8284.416
Munger,Rural,100,58.6,7.9,26.1,308063.0,222281.0,85782.0,0.5860000000000001,0.0,0.079,0.0,0.261,0.0,58015.341,22389.102000000003
Munger,Total,100,53.5,7.6,38.8,308063.0,222281.0,85782.0,0.0,0.0,0.0,0.0,0.0,0.0,86245.02799999999,33283.416
Munger,Urban,100,39.2,6.7,74.2,308063.0,222281.0,85782.0,0.0,0.392,0.0,0.067,0.0,0.742,164932.502,63650.244
Lakhisarai,Rural,100,58.9,7.7,26.8,207645.0,175882.0,31763.0,0.589,0.0,0.077,0.0,0.268,0.0,47136.376000000004,8512.484
Lakhisarai,Total,100,57.9,7.8,31.8,207645.0,175882.0,31763.0,0.0,0.0,0.0,0.0,0.0,0.0,55930.476,10100.634
Lakhisarai,Urban,100,52.3,8.4,61.6,207645.0,175882.0,31763.0,0.0,0.523,0.0,0.084,0.0,0.616,108343.312,19566.007999999998
Sheikhpura,Rural,100,60.0,9.4,24.3,132638.0,108293.0,24345.0,0.6,0.0,0.094,0.0,0.24300000000000002,0.0,26315.199,5915.835
Sheikhpura,Total,100,57.5,9.1,28.9,132638.0,108293.0,24345.0,0.0,0.0,0.0,0.0,0.0,0.0,31296.676999999996,7035.705
Sheikhpura,Urban,100,44.7,7.4,52.2,132638.0,108293.0,24345.0,0.0,0.44700000000000006,0.0,0.07400000000000001,0.0,0.522,56528.946,12708.09
Nalanda,Rural,100,59.6,9.5,22.8,616663.0,342068.83946488297,102522.0,0.596,0.0,0.095,0.0,0.228,0.0,77991.69539799332,23375.016
Nalanda,Total,100,56.8,9.2,30.7,616663.0,342068.83946488297,102522.0,0.0,0.0,0.0,0.0,0.0,0.0,105015.13371571907,31474.254
Nalanda,Urban,100,41.8,7.1,73.6,616663.0,342068.83946488297,102522.0,0.0,0.418,0.0,0.071,0.0,0.736,251762.66584615386,75456.192
Patna,Rural,100,58.4,9.1,27.6,1210094.0,657991.0,552103.0,0.584,0.0,0.091,0.0,0.276,0.0,181605.516,152380.428
Patna,Total,100,46.6,7.4,53.0,1210094.0,657991.0,552103.0,0.0,0.0,0.0,0.0,0.0,0.0,348735.23000000004,292614.59
Patna,Urban,100,31.0,5.2,86.5,1210094.0,657991.0,552103.0,0.0,0.31,0.0,0.052000000000000005,0.0,0.865,569162.215,477569.095
Bhojpur,Rural,100,57.8,8.7,20.5,511927.0,434559.0,77368.0,0.578,0.0,0.087,0.0,0.20500000000000002,0.0,89084.595,15860.439999999999
Bhojpur,Total,100,55.5,8.6,27.2,511927.0,434559.0,77368.0,0.0,0.0,0.0,0.0,0.0,0.0,118200.04800000001,21044.096
Bhojpur,Urban,100,41.1,8.2,68.6,511927.0,434559.0,77368.0,0.0,0.41100000000000003,0.0,0.08199999999999999,0.0,0.6859999999999999,298107.474,53074.448
Buxar,Rural,100,56.8,10.5,20.0,334657.0,299252.0,35405.0,0.568,0.0,0.105,0.0,0.2,0.0,59850.4,7081.0
Buxar,Total,100,55.1,10.3,24.7,334657.0,299252.0,35405.0,0.0,0.0,0.0,0.0,0.0,0.0,73915.244,8745.035
Buxar,Urban,100,39.6,8.8,67.2,334657.0,299252.0,35405.0,0.0,0.396,0.0,0.08800000000000001,0.0,0.672,201097.344,23792.16
Kaimur (Bhabua),Rural,100,60.3,6.5,14.5,340442.0,325143.0,15299.0,0.603,0.0,0.065,0.0,0.145,0.0,47145.73499999999,2218.355
Kaimur (Bhabua),Total,100,59.2,6.4,16.7,340442.0,325143.0,15299.0,0.0,0.0,0.0,0.0,0.0,0.0,54298.880999999994,2554.9329999999995
Kaimur (Bhabua),Urban,100,33.5,4.6,70.2,340442.0,325143.0,15299.0,0.0,0.335,0.0,0.046,0.0,0.7020000000000001,228250.38600000003,10739.898000000001
Rohtas,Rural,100,57.7,6.4,21.1,608061.0,512383.0,95678.0,0.5770000000000001,0.0,0.064,0.0,0.21100000000000002,0.0,108112.81300000001,20188.058
Rohtas,Total,100,55.3,6.3,28.2,608061.0,512383.0,95678.0,0.0,0.0,0.0,0.0,0.0,0.0,144492.006,26981.195999999996
Rohtas,Urban,100,41.8,5.9,68.4,608061.0,512383.0,95678.0,0.0,0.418,0.0,0.059000000000000004,0.0,0.684,350469.972,65443.75200000001
Aurangabad,Rural,100,57.8,6.6,17.2,477297.0,428291.0,49006.0,0.578,0.0,0.066,0.0,0.172,0.0,73666.052,8429.032
Aurangabad,Rural,100,57.8,6.6,17.2,979132.0,551789.0,427343.0,0.578,0.0,0.066,0.0,0.172,0.0,94907.708,73502.996
Aurangabad,Total,100,56.3,6.5,21.8,477297.0,428291.0,49006.0,0.0,0.0,0.0,0.0,0.0,0.0,93367.438,10683.307999999999
Aurangabad,Total,100,56.3,6.5,21.8,979132.0,551789.0,427343.0,0.0,0.0,0.0,0.0,0.0,0.0,120290.002,93160.774
Aurangabad,Urban,100,41.1,5.4,68.0,477297.0,428291.0,49006.0,0.0,0.41100000000000003,0.0,0.054000000000000006,0.0,0.68,291237.88,33324.08
Aurangabad,Urban,100,41.1,5.4,68.0,979132.0,551789.0,427343.0,0.0,0.41100000000000003,0.0,0.054000000000000006,0.0,0.68,375216.52,290593.24000000005
Gaya,Rural,100,62.8,7.9,16.5,807571.0,696289.0,111282.0,0.628,0.0,0.079,0.0,0.165,0.0,114887.68500000001,18361.530000000002
Gaya,Total,100,59.4,7.5,24.2,807571.0,696289.0,111282.0,0.0,0.0,0.0,0.0,0.0,0.0,168501.938,26930.244
Gaya,Urban,100,36.0,4.7,77.8,807571.0,696289.0,111282.0,0.0,0.36,0.0,0.047,0.0,0.778,541712.8420000001,86577.39600000001
Nawada,Rural,100,62.3,10.3,17.3,424874.0,342068.83946488297,45323.0,0.623,0.0,0.10300000000000001,0.0,0.17300000000000001,0.0,59177.90922742476,7840.879000000001
Nawada,Total,100,60.2,9.9,22.3,424874.0,342068.83946488297,45323.0,0.0,0.0,0.0,0.0,0.0,0.0,76281.3512006689,10107.029
Nawada,Urban,100,39.7,6.4,69.3,424874.0,342068.83946488297,45323.0,0.0,0.397,0.0,0.064,0.0,0.693,237053.70574916387,31408.838999999996
Jamui,Rural,100,64.2,8.0,11.9,356760.0,342068.83946488297,30851.0,0.642,0.0,0.08,0.0,0.11900000000000001,0.0,40706.19189632108,3671.2690000000002
Jamui,Total,100,63.0,8.0,14.8,356760.0,342068.83946488297,30851.0,0.0,0.0,0.0,0.0,0.0,0.0,50626.18824080269,4565.948
Jamui,Urban,100,48.9,8.5,48.9,356760.0,342068.83946488297,30851.0,0.0,0.489,0.0,0.085,0.0,0.489,167271.66249832776,15086.139
Jehanabad,Rural,100,61.2,9.1,22.3,214792.0,186660.0,28132.0,0.612,0.0,0.091,0.0,0.223,0.0,41625.18,6273.436
Jehanabad,Total,100,58.5,8.8,27.8,214792.0,186660.0,28132.0,0.0,0.0,0.0,0.0,0.0,0.0,51891.48,7820.696000000001
Jehanabad,Urban,100,39.2,6.9,67.7,214792.0,186660.0,28132.0,0.0,0.392,0.0,0.069,0.0,0.677,126368.82,19045.364
Arwal,Rural,100,61.9,7.8,22.5,144294.0,134334.0,9960.0,0.619,0.0,0.078,0.0,0.225,0.0,30225.15,2241.0
Arwal,Total,100,61.2,7.7,23.7,144294.0,134334.0,9960.0,0.0,0.0,0.0,0.0,0.0,0.0,31837.158,2360.52
Arwal,Urban,100,51.7,6.1,39.0,144294.0,134334.0,9960.0,0.0,0.517,0.0,0.061,0.0,0.39,52390.26,3884.4
North  District,Rural,100,45.3,3.7,75.0,13609.0,11543.0,2066.0,0.45299999999999996,0.0,0.037000000000000005,0.0,0.75,0.0,8657.25,1549.5
North  District,Total,100,42.7,3.5,77.4,13609.0,11543.0,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,8934.282000000001,1599.084
North  District,Urban,100,20.3,1.8,97.3,13609.0,11543.0,2066.0,0.0,0.203,0.0,0.018000000000000002,0.0,0.973,11231.339,2010.2179999999998
West District,Rural,100,51.6,7.9,84.1,33977.0,32091.000000000004,1886.0,0.516,0.0,0.079,0.0,0.841,0.0,26988.531000000003,1586.126
West District,Total,100,50.2,7.8,84.3,33977.0,32091.000000000004,1886.0,0.0,0.0,0.0,0.0,0.0,0.0,27052.713000000003,1589.898
West District,Urban,100,15.4,6.6,89.3,33977.0,32091.000000000004,1886.0,0.0,0.154,0.0,0.066,0.0,0.893,28657.263000000003,1684.198
South District,Rural,100,45.3,5.9,84.9,39298.0,31135.000000000004,8163.0,0.45299999999999996,0.0,0.059000000000000004,0.0,0.8490000000000001,0.0,26433.615000000005,6930.387000000001
South District,Total,100,40.5,5.1,86.9,39298.0,31135.000000000004,8163.0,0.0,0.0,0.0,0.0,0.0,0.0,27056.315000000006,7093.647000000001
South District,Urban,100,15.3,0.9,97.9,39298.0,31135.000000000004,8163.0,0.0,0.153,0.0,0.009000000000000001,0.0,0.9790000000000001,30481.165000000008,7991.577000000001
East District,Rural,100,41.6,7.5,85.8,82138.0,40626.0,41512.0,0.41600000000000004,0.0,0.075,0.0,0.858,0.0,34857.108,35617.296
East District,Total,100,30.6,4.8,90.1,82138.0,40626.0,41512.0,0.0,0.0,0.0,0.0,0.0,0.0,36604.026,37402.312
East District,Urban,100,18.4,1.7,94.9,82138.0,40626.0,41512.0,0.0,0.184,0.0,0.017,0.0,0.9490000000000001,38554.074,39394.888000000006
Tawang,Rural,100,46.9,4.1,69.4,13182.0,10730.0,2452.0,0.469,0.0,0.040999999999999995,0.0,0.6940000000000001,0.0,7446.620000000001,1701.688
Tawang,Total,100,43.2,3.5,74.1,13182.0,10730.0,2452.0,0.0,0.0,0.0,0.0,0.0,0.0,7950.93,1816.932
Tawang,Urban,100,25.0,0.6,97.5,13182.0,10730.0,2452.0,0.0,0.25,0.0,0.006,0.0,0.975,10461.75,2390.7
West Kameng,Rural,100,48.3,2.5,38.9,,17889.0,172714.75617792422,0.483,0.0,0.025,0.0,0.389,0.0,6958.821,67186.04015321253
West Kameng,Total,100,46.8,2.6,50.3,,17889.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,8998.167,86875.52235749588
West Kameng,Urban,100,41.7,3.0,87.4,,17889.0,172714.75617792422,0.0,0.41700000000000004,0.0,0.03,0.0,0.8740000000000001,15634.986000000003,150952.6968995058
East Kameng,Rural,100,58.2,2.6,22.0,19718.0,14503.0,5215.0,0.5820000000000001,0.0,0.026000000000000002,0.0,0.22,0.0,3190.66,1147.3
East Kameng,Total,100,55.6,2.5,32.2,19718.0,14503.0,5215.0,0.0,0.0,0.0,0.0,0.0,0.0,4669.966,1679.23
East Kameng,Urban,100,47.3,2.5,64.0,19718.0,14503.0,5215.0,0.0,0.473,0.0,0.025,0.0,0.64,9281.92,3337.6
Papum Pare,Rural,100,44.3,4.0,54.8,50488.0,342068.83946488297,30180.0,0.443,0.0,0.04,0.0,0.5479999999999999,0.0,187453.72402675584,16538.64
Papum Pare,Total,100,36.6,3.7,76.8,50488.0,342068.83946488297,30180.0,0.0,0.0,0.0,0.0,0.0,0.0,262708.86870903015,23178.24
Papum Pare,Urban,100,31.4,3.5,91.7,50488.0,342068.83946488297,30180.0,0.0,0.314,0.0,0.035,0.0,0.917,313677.1257892977,27675.06
Upper Subansiri,Rural,100,62.9,2.5,34.4,19214.0,14541.999999999998,4672.0,0.629,0.0,0.025,0.0,0.344,0.0,5002.447999999999,1607.168
Upper Subansiri,Total,100,58.9,2.3,42.8,19214.0,14541.999999999998,4672.0,0.0,0.0,0.0,0.0,0.0,0.0,6223.975999999999,1999.616
Upper Subansiri,Urban,100,38.5,1.2,85.1,19214.0,14541.999999999998,4672.0,0.0,0.385,0.0,0.012,0.0,0.851,12375.241999999998,3975.872
West Siang,Rural,100,41.2,0.8,71.1,30775.0,22272.0,8503.0,0.41200000000000003,0.0,0.008,0.0,0.711,0.0,15835.392,6045.633
West Siang,Total,100,38.4,1.1,77.2,30775.0,22272.0,8503.0,0.0,0.0,0.0,0.0,0.0,0.0,17193.984,6564.316
West Siang,Urban,100,30.0,2.1,95.6,30775.0,22272.0,8503.0,0.0,0.3,0.0,0.021,0.0,0.956,21292.032,8128.8679999999995
East Siang,Rural,100,28.0,1.5,47.4,29021.0,342068.83946488297,9524.0,0.28,0.0,0.015,0.0,0.474,0.0,162140.62990635453,4514.376
East Siang,Total,100,37.2,2.4,61.5,29021.0,342068.83946488297,9524.0,0.0,0.0,0.0,0.0,0.0,0.0,210372.33627090303,5857.26
East Siang,Urban,100,56.4,4.3,90.7,29021.0,342068.83946488297,9524.0,0.0,0.564,0.0,0.043,0.0,0.907,310256.43739464885,8638.268
Upper Siang,Rural,100,29.2,0.4,56.3,10751.0,8569.0,2182.0,0.292,0.0,0.004,0.0,0.563,0.0,4824.347,1228.466
Upper Siang,Total,100,33.1,0.6,61.4,10751.0,8569.0,2182.0,0.0,0.0,0.0,0.0,0.0,0.0,5261.366,1339.748
Upper Siang,Urban,100,47.5,1.1,80.2,10751.0,8569.0,2182.0,0.0,0.47500000000000003,0.0,0.011000000000000001,0.0,0.802,6872.338000000001,1749.9640000000002
Changlang,Rural,100,49.8,1.7,65.3,39920.0,33422.0,6498.0,0.498,0.0,0.017,0.0,0.653,0.0,21824.566000000003,4243.194
Changlang,Total,100,48.2,1.6,69.0,39920.0,33422.0,6498.0,0.0,0.0,0.0,0.0,0.0,0.0,23061.179999999997,4483.62
Changlang,Urban,100,38.3,0.8,91.3,39920.0,33422.0,6498.0,0.0,0.383,0.0,0.008,0.0,0.913,30514.285999999996,5932.673999999999
Tirap,Rural,100,43.3,1.0,85.6,24920.0,18420.0,6500.0,0.433,0.0,0.01,0.0,0.856,0.0,15767.52,5564.0
Tirap,Total,100,44.1,1.1,86.9,24920.0,18420.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,16006.980000000001,5648.500000000001
Tirap,Urban,100,47.2,1.5,91.9,24920.0,18420.0,6500.0,0.0,0.47200000000000003,0.0,0.015,0.0,0.919,16927.98,5973.5
Lower Subansiri,Rural,100,40.2,1.5,68.1,23477.0,18112.0,172714.75617792422,0.402,0.0,0.015,0.0,0.6809999999999999,0.0,12334.271999999999,117618.74895716639
Lower Subansiri,Total,100,37.0,1.3,74.2,23477.0,18112.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,13439.104,128154.34908401978
Lower Subansiri,Urban,100,24.5,0.7,98.5,23477.0,18112.0,172714.75617792422,0.0,0.245,0.0,0.006999999999999999,0.0,0.985,17840.32,170124.03483525536
Kurung Kumey,Rural,100,44.7,12.5,23.5,19695.0,18603.0,1092.0,0.44700000000000006,0.0,0.125,0.0,0.23500000000000001,0.0,4371.705,256.62
Kurung Kumey,Total,100,44.8,12.3,25.5,19695.0,18603.0,1092.0,0.0,0.0,0.0,0.0,0.0,0.0,4743.765,278.46
Kurung Kumey,Urban,100,49.7,5.1,80.6,19695.0,18603.0,1092.0,0.0,0.49700000000000005,0.0,0.051,0.0,0.8059999999999999,14994.017999999998,880.1519999999999
Dibang Valley,Rural,100,49.7,7.2,64.7,3230.0,2055.0,1175.0,0.49700000000000005,0.0,0.07200000000000001,0.0,0.647,0.0,1329.585,760.225
Dibang Valley,Total,100,49.4,6.7,70.1,3230.0,2055.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.5549999999998,823.675
Dibang Valley,Urban,100,48.8,5.6,82.2,3230.0,2055.0,1175.0,0.0,0.488,0.0,0.055999999999999994,0.0,0.8220000000000001,1689.21,965.85
Lower Dibang Valley,Rural,100,52.7,3.2,48.0,15950.0,12000.0,3950.0,0.527,0.0,0.032,0.0,0.48,0.0,5760.0,1896.0
Lower Dibang Valley,Total,100,48.5,3.3,56.4,15950.0,12000.0,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,6767.999999999999,2227.7999999999997
Lower Dibang Valley,Urban,100,32.3,3.7,88.6,15950.0,12000.0,3950.0,0.0,0.32299999999999995,0.0,0.037000000000000005,0.0,0.886,10631.999999999998,3499.7
Lohit,Rural,100,54.1,6.0,49.5,44971.0,33599.0,11372.0,0.541,0.0,0.06,0.0,0.495,0.0,16631.505,5629.14
Lohit,Total,100,52.4,5.4,58.9,44971.0,33599.0,11372.0,0.0,0.0,0.0,0.0,0.0,0.0,19789.810999999998,6698.107999999999
Lohit,Urban,100,46.7,3.6,89.2,44971.0,33599.0,11372.0,0.0,0.467,0.0,0.036000000000000004,0.0,0.892,29970.308,10143.824
